id,predmet,cyklus,typ,komponent,tematický celok,typ štandardu,definicia,zmena
cs1-o-008,Človek a spoločnosť,1,Obsahový štandard,Geografický komponent,"1. Orientácia v okolí školy, v obci a jej blízkom okolí",Činnosti,"Rozlišovanie pojmov podľa podmienok obce (napríklad dolina, údolie, vrch, pohorie, tiesňava, rovina, rieka, potok, jazero, rybník, breh, ostrov, les, pole, kameňolom, námestie, ulica). 📖🖼️ 🏛️🙋‍♀️ 🌱",
cs1-o-009,Človek a spoločnosť,1,Obsahový štandard,Geografický komponent,"1. Orientácia v okolí školy, v obci a jej blízkom okolí",Činnosti,Hľadanie odpovedí na otázky o krajine mimo nášho zorného poľa – „Čo je za tým vrchom? Kam vedie táto cesta? Odkiaľ a kam tečie potok?” a pod. 🏛️🙋‍♀️ 🌱 🧑‍🤝‍🧑❤️,update
cs1-o-010,Človek a spoločnosť,1,Obsahový štandard,Geografický komponent,2. Orientácia v pláne a na mape,Pojmy,"Plán, mapa, mapové znaky, legenda, grafická mierka, vzdialenosť, svetové strany, poloha na mape, letecká snímka, glóbus, svetadiely a oceány. 📖🖼️ 🌱",
cs1-o-011,Človek a spoločnosť,1,Obsahový štandard,Geografický komponent,2. Orientácia v pláne a na mape,Činnosti,Vyjadrovanie žiackych predstáv o priestorovom rozmiestnení objektov v triede a v okolí školy z vertikálneho pohľadu (vtáčej perspektívy) formou jednoduchých modelov alebo náčrtkov. 📖🖼️ 🌱,
cs1-o-012,Človek a spoločnosť,1,Obsahový štandard,Geografický komponent,2. Orientácia v pláne a na mape,Činnosti,Tvorba jednoduchého orientačného plánu (mapového náčrtku) obce alebo jej časti na základe leteckej snímky. 📖🖼️ 🌱,
cs1-o-013,Človek a spoločnosť,1,Obsahový štandard,Geografický komponent,2. Orientácia v pláne a na mape,Činnosti,Orientácia plánu a orientácia v pláne. 📖🖼️ 🌱,
cs1-o-014,Človek a spoločnosť,1,Obsahový štandard,Geografický komponent,2. Orientácia v pláne a na mape,Činnosti,Určovanie svetových strán na mape. 📖 🌱,
cs1-o-015,Človek a spoločnosť,1,Obsahový štandard,Geografický komponent,2. Orientácia v pláne a na mape,Činnosti,"Nazeranie na krajinu v rôznej mierke od blízkeho k vzdialenému, od malého k veľkému. 🖼️ 💻🌐 🏛️🙋‍♀️ 🌱",delete
cs1-o-016,Človek a spoločnosť,1,Obsahový štandard,Geografický komponent,2. Orientácia v pláne a na mape,Činnosti,Odhadovanie skutočnej vzdialenosti medzi bodmi na mape pomocou grafickej mierky. 📖🖼️ 🌱,
cs1-o-017,Človek a spoločnosť,1,Obsahový štandard,Geografický komponent,2. Orientácia v pláne a na mape,Činnosti,Lokalizovanie svojho bydliska a školy na leteckej snímke a mape veľkej mierky. 🖼️ 💻🌐 🏛️🙋‍♀️ 🌱,
cs1-o-018,Človek a spoločnosť,1,Obsahový štandard,Geografický komponent,2. Orientácia v pláne a na mape,Činnosti,"Rozpoznávanie základných prvkov obsahu mapy a glóbusu (farby, tvary) pomocou legendy. 📖🖼️ 🏛️🙋‍♀️ 🌱",
cs1-o-019,Človek a spoločnosť,1,Obsahový štandard,Geografický komponent,2. Orientácia v pláne a na mape,Činnosti,Určovanie polohy obce na mape Slovenska a polohy Slovenska na mape Európy. 📖🖼️ 💻🌐 🏛️🙋‍♀️,
cs1-o-020,Človek a spoločnosť,1,Obsahový štandard,Geografický komponent,2. Orientácia v pláne a na mape,Činnosti,Pomenovanie svetadielov a oceánov na glóbuse na jednoduchej mape sveta. 📖 🌱,
cs1-o-021,Človek a spoločnosť,1,Obsahový štandard,Geografický komponent,3. Procesy v miestnej krajine a ich vplyv na človeka a životné prostredie,Pojmy,"Prírodné a umelé prostredie, počasie, cestovanie, doprava, mesto a vidiek, spôsob života. 🏛️🙋‍♀️ 🌱",
cs1-o-022,Človek a spoločnosť,1,Obsahový štandard,Geografický komponent,3. Procesy v miestnej krajine a ich vplyv na človeka a životné prostredie,Činnosti,"Posudzovanie vplyvu rôzneho prostredia na človeka – prírodné a umelé, tiché a hlučné, upravené a neupravené, nové a staré, čisté a znečistené, jednotné a rôznorodé. 🖼️ 🏛️🙋‍♀️ 🌱 🧑‍🤝‍🧑❤️",
cs1-o-023,Človek a spoločnosť,1,Obsahový štandard,Geografický komponent,3. Procesy v miestnej krajine a ich vplyv na človeka a životné prostredie,Činnosti,Pozorovanie počasia a jeho vplyvu na prírodu a ľudí počas dňa a roka spojené s grafickým zaznamenávaním oblačnosti a jednoduchým zápisom nameraných hodnôt teploty vzduchu. 📖🖼️ 🌱,
cs1-o-024,Človek a spoločnosť,1,Obsahový štandard,Geografický komponent,3. Procesy v miestnej krajine a ich vplyv na človeka a životné prostredie,Činnosti,"Identifikovanie dôvodu (za prácou, vzdelaním, službami, oddychom, poznaním, priateľmi), cieľa (blízka obec, okresné mesto, krajské mesto, zahraničie) a pravidelnosti (denne, týždenne, mesačne, ročne) cestovania ľudí vo svojej rodine a v rodinách spolužiakov. 🏛️🙋‍♀️ 🌱 🧑‍🤝‍🧑❤️",
cs1-o-025,Človek a spoločnosť,1,Obsahový štandard,Geografický komponent,3. Procesy v miestnej krajine a ich vplyv na človeka a životné prostredie,Činnosti,Porovnávanie vhodnosti jednotlivých druhov dopravy v obci spojené s posúdením ich vplyvu na životné prostredie. 🏛️🙋‍♀️ 🌱,
cs1-o-026,Človek a spoločnosť,1,Obsahový štandard,Geografický komponent,3. Procesy v miestnej krajine a ich vplyv na človeka a životné prostredie,Činnosti,Hľadanie rozdielov medzi mestom a vidieckou obcou na žiakom známych príkladoch. 🖼️ 🏛️🙋‍♀️ 🌍 🌱,
cs1-o-027,Človek a spoločnosť,1,Obsahový štandard,Geografický komponent,3. Procesy v miestnej krajine a ich vplyv na človeka a životné prostredie,Činnosti,"Uvažovanie nad výhodami a nevýhodami bývania vo veľkom meste, malom meste, vidieckej obci alebo satelite. 🏛️🙋‍♀️ 🌍 🌱",delete
cs1-o-028,Človek a spoločnosť,1,Obsahový štandard,Geografický komponent,3. Procesy v miestnej krajine a ich vplyv na človeka a životné prostredie,Činnosti,"Identifikovanie základných podobností a odlišností svojej obce (prírodné prostredie, architektúra, spôsob života) a vybranej obce zo zahraničia. 🖼️ 🏛️🙋‍♀️ 🌍 🌱",delete
cs1-o-029,Človek a spoločnosť,1,Obsahový štandard,Dejepisný komponent,1. Orientácia v čase,Pojmy,"Časová postupnosť, plánovanie času, meranie času, kalendár. 📖🖼️ 🧑‍🤝‍🧑❤️",
cs1-o-030,Človek a spoločnosť,1,Obsahový štandard,Dejepisný komponent,1. Orientácia v čase,Činnosti,"Určovanie vzájomných vzťahov (pred/po) medzi susednými a nesusednými dňami a mesiacmi, opakujúci sa cyklus s vytváraním celkov (deň, týždeň, mesiac, rok). 📖🖼️ 🌱",
cs1-o-031,Človek a spoločnosť,1,Obsahový štandard,Dejepisný komponent,1. Orientácia v čase,Činnosti,"Zoraďovanie postupnosti udalostí (skôr, neskôr, nedávno, dávno, dnes, včera, predvčerom, zajtra, pozajtra…). 📖 🧑‍🤝‍🧑❤️",
cs1-o-032,Človek a spoločnosť,1,Obsahový štandard,Dejepisný komponent,1. Orientácia v čase,Činnosti,"Tvorba vlastného kalendára jedného mesiaca podľa aktuálneho roka, porovnanie radenia dní v mesiaci aktuálneho a minulého roka. 📖🖼️ 🧑‍🤝‍🧑❤️",
cs1-o-033,Človek a spoločnosť,1,Obsahový štandard,Dejepisný komponent,1. Orientácia v čase,Činnosti,"Personalizácia cieľov, vytváranie priorít a ich zdôvodnenie, odlíšenie činností podľa osobnej dôležitosti (povinností, užitočných a oddychových aktivít). 🏛️🙋‍♀️ 🧑‍🤝‍🧑❤️",
cs1-o-034,Človek a spoločnosť,1,Obsahový štandard,Dejepisný komponent,1. Orientácia v čase,Činnosti,Tvorba časového harmonogramu dňa a týždňa. 🧑‍🤝‍🧑❤️,delete
cs1-o-035,Človek a spoločnosť,1,Obsahový štandard,Dejepisný komponent,1. Orientácia v čase,Činnosti,"Porovnanie a zdôvodnenie používania rôznych spôsobov merania času (rytmus dňa, prírody, konvenčné merače). 📖🖼️ 🌱 🧑‍🤝‍🧑❤️",
cs1-o-036,Človek a spoločnosť,1,Obsahový štandard,Dejepisný komponent,1. Orientácia v čase,Činnosti,Určovanie času na hodinách. 📖 💻🌐 🧑‍🤝‍🧑❤️,
cs1-o-037,Človek a spoločnosť,1,Obsahový štandard,Dejepisný komponent,2. Pozorovanie zmien v čase,Pojmy,"Rodostrom, vzájomné rodinné vzťahy, povesť, pamiatky. 📖🖼️ 🏛️🙋‍♀️ 🌱",
cs1-o-038,Človek a spoločnosť,1,Obsahový štandard,Dejepisný komponent,2. Pozorovanie zmien v čase,Činnosti,Určovanie základných vzťahov medzi členmi rodiny z pozície žiaka aj z pozície iného člena. 🏛️🙋‍♀️ 🧑‍🤝‍🧑❤️,
cs1-o-039,Človek a spoločnosť,1,Obsahový štandard,Dejepisný komponent,2. Pozorovanie zmien v čase,Činnosti,Zostavovanie trojgeneračného rodostromu ako vizualizácie rodinných vzťahov. 🖼️ 🏛️🙋‍♀️ 🧑‍🤝‍🧑❤️,
cs1-o-040,Človek a spoločnosť,1,Obsahový štandard,Dejepisný komponent,2. Pozorovanie zmien v čase,Činnosti,"Prerozprávanie alebo stvárnenie príbehu (povesť, legenda) spojeného s obcou alebo jej okolím. 📖🖼️ 🏛️🙋‍♀️ 🌍",
cs1-o-041,Človek a spoločnosť,1,Obsahový štandard,Dejepisný komponent,2. Pozorovanie zmien v čase,Činnosti,"Pozorovanie zmien v čase na príklade ľudí, krajiny, budov a artefaktov. 🖼️ 🌍 🌱",
cs1-o-042,Človek a spoločnosť,1,Obsahový štandard,Dejepisný komponent,2. Pozorovanie zmien v čase,Činnosti,"Porovnávanie spôsobu života ľudí v súčasnosti a minulosti (škola, hračky, práca a zamestnania, odev, obchod) na základe informácií získaných z rôznych prameňov. 📖🖼️ 🌍",
cs1-o-043,Človek a spoločnosť,1,Obsahový štandard,Dejepisný komponent,2. Pozorovanie zmien v čase,Činnosti,"Pátranie po najstarších pamiatkach v obci, miestach pamäti (najstarší hrob na cintoríne, artefakty v rodine, historické budovy, pamätníky, staré stromy a pod.). 📖🖼️ 🏛️🙋‍♀️ 🌍 🌱",update
cs1-o-044,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,1. Poznávanie pravidiel vo svojom živote,Pojmy,"Pravidlá, školský poriadok, férovosť. 📖 🏛️🙋‍♀️ 🧑‍🤝‍🧑❤️",
cs1-o-045,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,1. Poznávanie pravidiel vo svojom živote,Činnosti,Spoznávanie zmyslu pravidiel pre život ľudí (na príklade pravidiel hry). 📖 🏛️🙋‍♀️ 🧑‍🤝‍🧑❤️,update
cs1-o-046,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,1. Poznávanie pravidiel vo svojom živote,Činnosti,Opísanie pravidiel v rodine žiaka a poukázanie na ich význam. 📖 🏛️🙋‍♀️ 🧑‍🤝‍🧑❤️,delete
cs1-o-047,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,1. Poznávanie pravidiel vo svojom živote,Činnosti,"Spoločná tvorba pravidiel života v triede, počas vyučovania i mimo neho, a zaviazanie sa dodržiavať ich (fair play). 📖 🏛️🙋‍♀️ 🧑‍🤝‍🧑❤️",delete
cs1-o-048,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,1. Poznávanie pravidiel vo svojom živote,Činnosti,Zdôvodňovanie konkrétnych pravidiel v školskom poriadku alebo v obci. 📖 🏛️🙋‍♀️ 🧑‍🤝‍🧑❤️,
cs1-o-049,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,2. Život obce a vzťahy v komunite,Pojmy,"Obec, inštitúcie, komunita, súkromný a verejný priestor, symboly, sviatky, tradície, rozmanitosť. 🏛️🙋‍♀️ 🌍",
cs1-o-050,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,2. Život obce a vzťahy v komunite,Činnosti,"Identifikovanie významných inštitúcií a služieb v obci s posúdením ich funkcie pre život komunity podľa podmienok obce (napríklad obecný úrad, obchody, služby, kostol, pošta, policajná a hasičská stanica, lekáreň, ambulancia, železničná a autobusová stanica alebo zastávka, kultúrne a komunitné centrum, zberný dvor, útulok pre zvieratá, čistiareň odpadových vôd, výrobný podnik, poľnohospodárske družstvo). 📖🖼️ 🏛️🙋‍♀️ 🌱",
cs1-o-051,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,2. Život obce a vzťahy v komunite,Činnosti,Rozlišovanie súkromného a verejného priestoru na konkrétnych príkladoch v obci a jej okolí. 🖼️ 🏛️🙋‍♀️ 🌱,
cs1-o-052,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,2. Život obce a vzťahy v komunite,Činnosti,Zhodnotenie využitia a udržiavania verejných priestorov na príklade žiakom známeho verejného priestoru. 🖼️ 🏛️🙋‍♀️ 🌱,
cs1-o-053,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,2. Život obce a vzťahy v komunite,Činnosti,Identifikovanie miest náboženského charakteru v obci a ich významu pre spoločenstvo veriacich. 🖼️ 🏛️🙋‍♀️ 🌍,delete
cs1-o-054,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,2. Život obce a vzťahy v komunite,Činnosti,Identifikovanie významných kultúrnych a športových podujatí v obci a jej okolí. 📖 🏛️🙋‍♀️ 📱,
cs1-o-055,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,2. Život obce a vzťahy v komunite,Činnosti,"Rozpoznávanie príkladov používania identifikačných znakov, symbolov a vlajok (štátne a obecné symboly, symboly EÚ, logá). 🖼️ 🏛️🙋‍♀️",
cs1-o-056,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,2. Život obce a vzťahy v komunite,Činnosti,"Oboznamovanie sa s pôvodom a rôznymi spôsobmi slávenia sviatkov a dodržiavania tradícií vo svojej rodine, v rodine priateľov, spolužiakov, v obci, cirkvi a spoločnosti. 🏛️🙋‍♀️ 🌍 🧑‍🤝‍🧑❤️",
cs1-o-057,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,2. Život obce a vzťahy v komunite,Činnosti,"Spoznávanie rozmanitosti kultúrnych prejavov a preukazovanie citlivosti voči druhým v bezprostrednom okolí (triede, škole, susedstve, obci). 🏛️🙋‍♀️ 🌍 🧑‍🤝‍🧑❤️",delete
cs1-o-058,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,3. Zodpovedné hospodárenie,Pojmy,"Povolania, tovary a služby, cena, peniaze, šetrenie. €📊",
cs1-o-059,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,3. Zodpovedné hospodárenie,Činnosti,Oboznamovanie sa s deľbou práce na konkrétnych príkladoch v komunite a v obci. €📊 🏛️🙋‍♀️,
cs1-o-060,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,3. Zodpovedné hospodárenie,Činnosti,Spoznávanie rôznych povolaní so základným opisom ich pracovnej náplne. 📖 €📊 🏛️🙋‍♀️,
cs1-o-061,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,3. Zodpovedné hospodárenie,Činnosti,Rozlíšenie ponuky tovarov a služieb v najbližšom okolí. 📖 €📊 🏛️🙋‍♀️,
cs1-o-062,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,3. Zodpovedné hospodárenie,Činnosti,"Odhad, zistenie a porovnanie cien vybraných tovarov a služieb. 📖 €📊 🏛️🙋‍♀️",
cs1-o-063,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,3. Zodpovedné hospodárenie,Činnosti,"Diskutovanie o potrebe starostlivosti o svoje, o zverené či zdieľané veci a statky. €📊 🏛️🙋‍♀️ 🌱 🧑‍🤝‍🧑❤️",
cs1-o-064,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,3. Zodpovedné hospodárenie,Činnosti,"Osvojovanie si návykov smerujúcich k šetrnému zaobchádzaniu so svojimi zdrojmi, prírodnými zdrojmi a životným prostredím (predchádzanie vzniku odpadu a jeho separovanie, šetrenie spotreby vody a elektrickej energie. 🏛️🙋‍♀️ 🌱",
cs1-o-065,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,4. Základy aktívneho občianstva,Pojmy,"Aktívny obyvateľ obce, spolupráca, pomoc, dobročinnosť. 🏛️🙋‍♀️ 🌱 🧑‍🤝‍🧑❤️",
cs1-o-066,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,4. Základy aktívneho občianstva,Činnosti,"Identifikovanie činností, ktoré zlepšujú kvalitu prostredia a zdravie ľudí v obci a činností, ktoré sú pre prostredie a zdravie ľudí škodlivé. 🏛️🙋‍♀️ 🌱 🧑‍🤝‍🧑❤️",
cs1-o-067,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,4. Základy aktívneho občianstva,Činnosti,"Skúmanie vybraného problému v obci a jej okolí, ktorý je spôsobený nevhodnou činnosťou človeka (napr. nevhodné zaobchádzanie so zvieratami, vandalizmus, znečistenie verejných priestorov, nelegálna skládka, spaľovanie odpadu, parkovanie na chodníkoch, vizuálny smog). 🖼️ 🏛️🙋‍♀️ 🌱 🧑‍🤝‍🧑❤️",
cs1-o-068,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,4. Základy aktívneho občianstva,Činnosti,"Realizácia jednoduchého prieskumu s cieľom identifikovať možnosti zlepšenia života a prostredia v triede, škole, obci a jej blízkom okolí. 🏛️🙋‍♀️ 🌱 🧑‍🤝‍🧑❤️",
cs1-o-069,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,4. Základy aktívneho občianstva,Činnosti,"Identifikovanie konkrétnych potrieb solidarity v škole a okolí alebo doma a okolí (napr. vo vzťahu k novým spolužiakom z iných oblastí a krajín, k ľuďom so špeciálnymi a inými potrebami a znevýhodnením, k starším a chorým osobám). 🏛️🙋‍♀️ 🌍 🧑‍🤝‍🧑❤️",
cs1-o-070,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,4. Základy aktívneho občianstva,Činnosti,"Riešenie modelových situácií (napr. koho a ako požiadať o pomoc, tiesňové linky). 🏛️🙋‍♀️ 🧑‍🤝‍🧑❤️",
cs1-o-071,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,5. Základy práce s mediálnym obsahom,Pojmy,"Zdroje informácií, médiá, reklama. 📖🖼️ 📱",
cs1-o-072,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,5. Základy práce s mediálnym obsahom,Činnosti,Identifikovanie spôsobov vzniku a rôznych podôb šírenia informácií. 📖🖼️ 📱,
cs1-o-073,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,5. Základy práce s mediálnym obsahom,Činnosti,"Rozlišovanie fikcie a reality, zdrojov informácií (kniha, správy, youtube, televízia, rozprávka). 📖🖼️ 📱",delete
cs1-o-074,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,5. Základy práce s mediálnym obsahom,Činnosti,Identifikovanie druhov médií a dôvody ich využívania (zdroj informácií a zábavy). 📖🖼️ 📱,
cs1-o-075,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,5. Základy práce s mediálnym obsahom,Činnosti,Navrhovanie zásad veku primeraného využívania rôznych médií a neubližujúceho správania v online priestore voči iným. 🏛️🙋‍♀️ 📱 🧑‍🤝‍🧑❤️,
cs1-o-076,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,5. Základy práce s mediálnym obsahom,Činnosti,Odlíšenie pravdivej a nepravdivej (zavádzajúcej) informácie a pomenovanie jej dôsledkov na konkrétnych príkladoch. 📖🖼️ 🏛️🙋‍♀️ 📱 🧑‍🤝‍🧑❤️,
cs1-o-077,Človek a spoločnosť,1,Obsahový štandard,Občiansky komponent,5. Základy práce s mediálnym obsahom,Činnosti,Pomenovanie vplyvu reklamy na naše túžby a správanie. 📖🖼️ 📱 🌱 🧑‍🤝‍🧑❤️,
cs1-o-078,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,Úvod,,"Komponent človek zahŕňa predovšetkým hodnotové, morálno-výchovné a etické súčasti školskej výchovy a vzdelávania. Sú určené pre všetkých žiakov, realizujú sa naprieč témami celej vzdelávacej oblasti, no v rámci vyučovania etickej výchovy (ETV) sa prehlbujú a rozvíjajú špecifickým spôsobom. V rámci vyučovania etickej výchovy (ETV) sa okrem všetkých činností komponentu človek realizujú aj rozširujúce činnosti špecifické pre vyučovanie ETV, ktoré sú takto v dokumente aj vyznačené.",
cs1-o-079,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,1. Vyjadrovanie zdvorilosti ako znaku úcty,Pojmy,"Slušnosť, úcta, pozdrav, prosba, poďakovanie, ospravedlnenie, kladenie otázok, súhlas a nesúhlas, počúvanie.",
cs1-o-080,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,1. Vyjadrovanie zdvorilosti ako znaku úcty,Činnosti,"Používanie pravidiel slušnej a rešpektujúcej komunikácie s druhými na vyjadrenie úcty a dobrého vzťahu (pozdrav, oslovenie, úsmev, odzdravenie).",
cs1-o-081,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,1. Vyjadrovanie zdvorilosti ako znaku úcty,Činnosti,"Aktívne používanie prejavov zdvorilosti (prosím, ďakujem, prepáč) a uvedomovanie si ich dôsledkov. 🧑‍🤝‍🧑❤️",
cs1-o-082,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,1. Vyjadrovanie zdvorilosti ako znaku úcty,Činnosti špecifické pre vyučovanie ETV,Vyjadrovanie a rešpektovanie súhlasu a nesúhlasu v rôznych situáciách. 🧑‍🤝‍🧑❤️,
cs1-o-083,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,1. Vyjadrovanie zdvorilosti ako znaku úcty,Činnosti špecifické pre vyučovanie ETV,"Prejavovanie záujmu o druhého, kladenie otázok a aktívne počúvanie. 🧑‍🤝‍🧑❤️",
cs1-o-084,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,2. Sebapoznávanie,Pojmy,"Túžby, sny, osobné plány, vlastnosti, možnosti rozvíjania. €📊 🧑‍🤝‍🧑❤️",
cs1-o-085,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,2. Sebapoznávanie,Činnosti,Určovanie a opis svojich dobrých charakterových vlastností a možností. 🧑‍🤝‍🧑❤️,
cs1-o-086,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,2. Sebapoznávanie,Činnosti,Posudzovanie možností rozvíjania a využitia svojich schopností a dobrých vlastností v budúcom konaní. 🧑‍🤝‍🧑❤️,delete
cs1-o-087,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,2. Sebapoznávanie,Činnosti špecifické pre vyučovanie ETV,"Rozprávanie o vlastných záľubách a o tom, ako pomáhajú v živote a vo vzťahoch s druhými. 📱 🧑‍🤝‍🧑❤️",
cs1-o-088,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,2. Sebapoznávanie,Činnosti špecifické pre vyučovanie ETV,Tvorivé vyjadrovanie želaní a túžob a plánu na ich realizáciu. €📊 🧑‍🤝‍🧑❤️,
cs1-o-089,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,3. Vnímanie jedinečnosti v každom človeku,Pojmy,"Vzácnosť druhého, kamarátstvo, spolužitie a spolupráca, obdarovanie, ocenenie, rozlišovanie dobrého a zlého konania, pomoc a dobročinnosť. 🧑‍🤝‍🧑❤️",
cs1-o-090,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,3. Vnímanie jedinečnosti v každom človeku,Činnosti,Identifikovanie jedinečných a zaujímavých čŕt druhého človeka. 🧑‍🤝‍🧑❤️,
cs1-o-091,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,3. Vnímanie jedinečnosti v každom človeku,Činnosti,"Uvedomovanie si, že v každom človeku je niečo cenné a vzácne, hoci sa odlišujeme povahou aj vzhľadom. 🌍 🧑‍🤝‍🧑❤️",
cs1-o-092,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,3. Vnímanie jedinečnosti v každom človeku,Činnosti špecifické pre vyučovanie ETV,"Vnímanie kamarátstva ako dobrého modelu komunikácie, vzťahov, spolužitia a spolupráce. 🧑‍🤝‍🧑❤️",
cs1-o-093,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,3. Vnímanie jedinečnosti v každom človeku,Činnosti špecifické pre vyučovanie ETV,"Tvorivé obdarovávanie a oceňovanie druhého, druhých. 🧑‍🤝‍🧑❤️",
cs1-o-094,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,3. Vnímanie jedinečnosti v každom človeku,Činnosti špecifické pre vyučovanie ETV,Rozlišovanie a chápanie dôsledkov dobrého (napomáhajúceho) a zlého (ubližujúceho) správania. 📱 🌍 🧑‍🤝‍🧑❤️,
cs1-o-095,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,4. Spoznávanie a vyjadrovanie emócií,Pojmy,"Emócie (nadšenie, radosť, hrdosť, súcit, dôvera, rozrušenie, strach, hnev, prekvapenie a i.), vyjadrenie citov, reakcie, zvládanie emócií, emócie vo vzťahoch. 🧑‍🤝‍🧑❤️",
cs1-o-096,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,4. Spoznávanie a vyjadrovanie emócií,Činnosti,"Rozlišovanie emócií, ich prejavov a dopadov ich vyjadrenia na seba a druhých. 🧑‍🤝‍🧑❤️",
cs1-o-097,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,4. Spoznávanie a vyjadrovanie emócií,Činnosti,Vyjadrovanie citov a prežívania v rozličných situáciách. 🧑‍🤝‍🧑❤️,
cs1-o-098,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,4. Spoznávanie a vyjadrovanie emócií,Činnosti,Vnímanie potrieb druhých/iných. 🧑‍🤝‍🧑❤️,
cs1-o-099,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,4. Spoznávanie a vyjadrovanie emócií,Činnosti špecifické pre vyučovanie ETV,Posilňovanie pozitívneho sebaobrazu. 🧑‍🤝‍🧑❤️,
cs1-o-100,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,4. Spoznávanie a vyjadrovanie emócií,Činnosti špecifické pre vyučovanie ETV,"Modelovanie reakcií na rozlične vyjadrené emócie nadšenia, šťastia, hnevu, znechutenia a i. 🧑‍🤝‍🧑❤️",
cs1-o-101,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,4. Spoznávanie a vyjadrovanie emócií,Činnosti špecifické pre vyučovanie ETV,"Zvládanie prejavov vlastných emócií tak, aby boli autentické a zároveň neranili druhých. 🧑‍🤝‍🧑❤️",
cs1-o-102,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,5. Konanie dobra – aj keď sa nikto nepozerá,Pojmy,"Čestnosť a pravdovravnosť, odvaha, hrdinstvo, dobré činy, dobré vlastnosti. 📖 📱 🧑‍🤝‍🧑❤️",
cs1-o-103,Človek a spoločnosť,1,Obsahový štandard,Eticko-osobnostný komponent,5. Konanie dobra – aj keď sa nikto nepozerá,Činnosti,Rozpoznávanie dôsledkov pravdovravnosti a klamstva na život. 📖 📱 🧑‍🤝‍🧑❤️,
