id_temp,id,predmet,cyklus,typ,komponent,tematický celok,typ štandardu,definicia,zmena,tooltip,tooltip_text
4730,cp3-o-057,Človek a príroda,3,Obsahový štandard,Interakcie,2. Akustické javy,,"Ultrazvuk a jeho využitie F, B.",,,
4731,cp3-o-058,Človek a príroda,3,Obsahový štandard,Interakcie,2. Akustické javy,,"Hluk a jeho vplyv na ľudský organizmus a životné prostredie, hlukové znečistenie F, B.",,,
4732,cp3-o-290,Človek a príroda,3,Obsahový štandard,Interakcie,2. Akustické javy,,"Spôsoby ochrany pred hlukom vo svojom okolí F, B.",,,
4733,cp3-o-059,Človek a príroda,3,Obsahový štandard,Interakcie,3. Elektrické javy,,"Elektrostatické javy: zelektrizovanie telies, elektrostatická indukcia, polarizácia dielektrika F, CH.",,,
4734,cp3-o-060,Človek a príroda,3,Obsahový štandard,Interakcie,3. Elektrické javy,,"Elektrické obvody, ich schémy a značky F.",,,
4735,cp3-o-061,Človek a príroda,3,Obsahový štandard,Interakcie,3. Elektrické javy,,"Fyzikálne veličiny: elektrický prúd, elektrické napätie, elektrický odpor vodiča, rezistivita, elektrická práca, elektrický príkon a ich jednotky F.",,,
4736,cp3-o-062,Človek a príroda,3,Obsahový štandard,Interakcie,3. Elektrické javy,,Vedenie elektrického prúdu v kovoch F.,,,
4737,cp3-o-063,Človek a príroda,3,Obsahový štandard,Interakcie,3. Elektrické javy,,Elektrický prúd a napätie v elektrickom obvode a na rezistore F.,,,
4738,cp3-o-064,Človek a príroda,3,Obsahový štandard,Interakcie,3. Elektrické javy,,"Závislosť prúdu od napätia pre rezistor, Ohmov zákon F.",,,
4739,cp3-o-065,Človek a príroda,3,Obsahový štandard,Interakcie,3. Elektrické javy,,Závislosť elektrického odporu od vlastností vodiča F.,,,
4740,cp3-o-066,Človek a príroda,3,Obsahový štandard,Interakcie,3. Elektrické javy,,Výpočet elektrického odporu vodiča a výsledného odporu v sériovom a paralelnom elektrickom obvode F.,,,
4741,cp3-o-067,Človek a príroda,3,Obsahový štandard,Interakcie,3. Elektrické javy,,"Výpočet elektrickej práce, elektrického príkonu F.",,,
4742,cp3-o-068,Človek a príroda,3,Obsahový štandard,Interakcie,3. Elektrické javy,,Pravidlá bezpečnosti pri práci s elektrickými spotrebičmi a zásady ochrany pred bleskom F.,,,
4743,cp3-o-069,Človek a príroda,3,Obsahový štandard,Interakcie,3. Elektrické javy,,Energetická spotreba bežných zariadení a možnosti úspory energie pri každodenných aktivitách F.,,,
4744,cp3-o-291,Človek a príroda,3,Obsahový štandard,Interakcie,3. Elektrické javy,,"Magnetické pole v okolí magnetu, v okolí vodiča s elektrickým prúdom, v dutine a v okolí cievky s prúdom a ich využitie F.",,,
4745,cp3-o-292,Človek a príroda,3,Obsahový štandard,Interakcie,3. Elektrické javy,,Model sústavy na prenos elektrickej energie F.,,,
4746,cp3-o-070,Človek a príroda,3,Obsahový štandard,Sily,1. Vytváranie predstáv o pojme sila,,"Fyzikálne veličiny: sila, gravitačná sila, gravitačné zrýchlenie, moment sily, trecia sila, vztlaková sila a ich jednotky F.",,,
4747,cp3-o-071,Človek a príroda,3,Obsahový štandard,Sily,1. Vytváranie predstáv o pojme sila,,"Vzťah medzi hmotnosťou telesa a hmotnosťou kvapaliny, ktorú teleso vytlačí F.",,,
4748,cp3-o-072,Človek a príroda,3,Obsahový štandard,Sily,1. Vytváranie predstáv o pojme sila,,"Gravitačná sila pôsobiaca na teleso, vzájomné pôsobenie síl medzi telesami a trecia sila F.",,,
4749,cp3-o-073,Človek a príroda,3,Obsahový štandard,Sily,1. Vytváranie predstáv o pojme sila,,Veľkosť sily a princíp jej určovania silomerom F.,,,
4750,cp3-o-074,Človek a príroda,3,Obsahový štandard,Sily,1. Vytváranie predstáv o pojme sila,,Výpočet vztlakovej sily v kvapalinách a plynoch F.,,,
4751,cp3-o-075,Človek a príroda,3,Obsahový štandard,Sily,1. Vytváranie predstáv o pojme sila,,"Gravitačné pôsobenie medzi Zemou a telesami v jej okolí, výpočet gravitačnej sily F.",,,
4752,cp3-o-076,Človek a príroda,3,Obsahový štandard,Sily,1. Vytváranie predstáv o pojme sila,,Výsledná sila pri skladaní síl pôsobiacich na teleso v jednej priamke F.,,,
4753,cp3-o-077,Človek a príroda,3,Obsahový štandard,Sily,1. Vytváranie predstáv o pojme sila,,Podmienky rovnováhy na páke F.,,,
4754,cp3-o-078,Človek a príroda,3,Obsahový štandard,Sily,1. Vytváranie predstáv o pojme sila,,Ťažisko telesa F.,,,
4755,cp3-o-293,Človek a príroda,3,Obsahový štandard,Sily,1. Vytváranie predstáv o pojme sila,,"Trecia sila a situácie, v ktorých sa prejavujú účinky trenia F.",,,
4756,cp3-o-079,Človek a príroda,3,Obsahový štandard,Sily,2. Vytváranie predstáv o pojme tlak,,"Fyzikálne veličiny: tlaková sila, tlak, hydrostatický tlak a ich grafické znázornenie F.",,,
4757,cp3-o-080,Človek a príroda,3,Obsahový štandard,Sily,2. Vytváranie predstáv o pojme tlak,,Vzťah pre výpočet tlaku a hydrostatického tlaku F.,,,
4758,cp3-o-081,Človek a príroda,3,Obsahový štandard,Sily,2. Vytváranie predstáv o pojme tlak,,Hydrostatický tlak: závislosť od hĺbky ponoru a hustoty kvapaliny F.,,,
4759,cp3-o-082,Človek a príroda,3,Obsahový štandard,Sily,2. Vytváranie predstáv o pojme tlak,,Atmosférický tlak: závislosť od nadmorskej výšky F.,,,
4760,cp3-o-085,Človek a príroda,3,Obsahový štandard,Sily,3. Vybrané druhy pohybu telies a ich grafické zobrazenia,,"Pokoj a pohyb telesa, druhy pohybu, relatívnosť pohybu telesa vzhľadom na iné teleso F.",,,
4761,cp3-o-086,Človek a príroda,3,Obsahový štandard,Sily,3. Vybrané druhy pohybu telies a ich grafické zobrazenia,,"Fyzikálne veličiny: rýchlosť, dráha a ich jednotky F.",,,
4762,cp3-o-087,Človek a príroda,3,Obsahový štandard,Sily,3. Vybrané druhy pohybu telies a ich grafické zobrazenia,,Výpočet rýchlosti rovnomerného pohybu F.,,,
4763,cp3-o-088,Človek a príroda,3,Obsahový štandard,Sily,3. Vybrané druhy pohybu telies a ich grafické zobrazenia,,Závislosť dráhy a rýchlosti od času pri rovnomernom pohybe F.,,,
4764,cp3-o-089,Človek a príroda,3,Obsahový štandard,Energia,1. Premeny skupenstva látok,,"Topenie, tuhnutie, vyparovanie a var, kondenzácia, sublimácia, desublimácia F, CH.",,,
4765,cp3-o-090,Človek a príroda,3,Obsahový štandard,Energia,1. Premeny skupenstva látok,,"Grafické závislosti teploty počas skupenských premien: závislosť teploty od času F, CH.",,,
4766,cp3-o-091,Človek a príroda,3,Obsahový štandard,Energia,2. Premeny energie,,Exotermické a endotermické reakcie CH.,,,
4767,cp3-o-092,Človek a príroda,3,Obsahový štandard,Energia,2. Premeny energie,,"Premeny energie v živých systémoch CH, B.",,,
4768,cp3-o-093,Človek a príroda,3,Obsahový štandard,Energia,2. Premeny energie,,"Spôsoby šírenia a prenosu tepla, tepelná vodivosť F.",,,
4769,cp3-o-094,Človek a príroda,3,Obsahový štandard,Energia,2. Premeny energie,,"Fyzikálne veličiny: hmotnostná tepelná kapacita, teplo, mechanická práca, výkon, pohybová a polohová energia telesa, ich jednotky F.",,,
4770,cp3-o-095,Človek a príroda,3,Obsahový štandard,Energia,2. Premeny energie,,Výpočet tepla F.,,,
4771,cp3-o-096,Človek a príroda,3,Obsahový štandard,Energia,2. Premeny energie,,Prijaté a odovzdané teplo pri tepelnej výmene F.,,,
4772,cp3-o-097,Človek a príroda,3,Obsahový štandard,Energia,2. Premeny energie,,"Energetická hodnota potravín a teplo uvoľnené ich spálením F, CH, B.",,,
4773,cp3-o-098,Človek a príroda,3,Obsahový štandard,Energia,2. Premeny energie,,"Premeny rôznych foriem energie – svetelnej energie na teplo, zariadenia využívajúce slnečnú energiu, premeny elektrickej energie F.",,,
4774,cp3-o-099,Človek a príroda,3,Obsahový štandard,Energia,2. Premeny energie,,"Výpočet mechanickej práce, výkonu a polohovej energie F.",,,
4775,cp3-o-100,Človek a príroda,3,Obsahový štandard,Energia,2. Premeny energie,,"Formy energie sprevádzajúce priebeh chemickej reakcie, napr. svetelná, tepelná, akustická, pohybová, elektrická a ich využitie CH, F.",,,
4776,cp3-o-101,Človek a príroda,3,Obsahový štandard,Energia,2. Premeny energie,,Tepelný efekt chemických reakcií a jeho závislosť od podmienok reakcie; vplyv koncentrácie a objemu reaktantov CH.,,,
4777,cp3-o-102,Človek a príroda,3,Obsahový štandard,Energia,2. Premeny energie,,"Jadrová reťazová reakcia a možnosti jej využitia F, CH.",,,
4778,cp3-o-294,Človek a príroda,3,Obsahový štandard,Energia,2. Premeny energie,,"Spôsoby ochrany pred rádioaktívnym žiarením F, CH, B.",,,
4779,cp3-o-295,Človek a príroda,3,Obsahový štandard,Energia,2. Premeny energie,,"Účinky rádioaktivity, využitie rádionuklidov v medicíne, technike, poľnohospodárstve, archeológii F, CH, B.",,,
4780,cp3-o-296,Človek a príroda,3,Obsahový štandard,Energia,2. Premeny energie,,"Zákon zachovania energie F, CH, B.",,,
4781,cp3-o-297,Človek a príroda,3,Obsahový štandard,Energia,2. Premeny energie,,"Zachovanie energie vo vzťahu k vzniku a zániku chemických väzieb F, CH.",,,
4782,cp3-o-298,Človek a príroda,3,Obsahový štandard,Energia,2. Premeny energie,,"Pôsobenie neviditeľných žiarení: infračervené, ultrafialové, röntgenové a rádioaktívne žiarenie, a ich vplyv na zdravie človeka a životné prostredie F, B, CH.",,,
4783,cp3-o-299,Človek a príroda,3,Obsahový štandard,Energia,2. Premeny energie,,"Zásad ochrany človeka a životného prostredia pred účinkami rádioaktívneho žiarenia F, B.",,,
4784,cp3-o-103,Človek a príroda,3,Obsahový štandard,Zem,1. Závislosť organizmov od neživej prírody a ich vplyv na neživú prírodu,,Zložky neživej prírody B.,,,
4785,cp3-o-104,Človek a príroda,3,Obsahový štandard,Zem,1. Závislosť organizmov od neživej prírody a ich vplyv na neživú prírodu,,Interakcie medzi živou a neživou prírodou B.,,,
4786,cp3-o-105,Človek a príroda,3,Obsahový štandard,Zem,1. Závislosť organizmov od neživej prírody a ich vplyv na neživú prírodu,,Neživá príroda ako zdroj živín pre organizmy B.,,,
4787,cp3-o-106,Človek a príroda,3,Obsahový štandard,Zem,1. Závislosť organizmov od neživej prírody a ich vplyv na neživú prírodu,,Minerálne zloženie pôdy a jeho vplyv na druhovú rozmanitosť B.,,,
4788,cp3-o-107,Človek a príroda,3,Obsahový štandard,Zem,1. Závislosť organizmov od neživej prírody a ich vplyv na neživú prírodu,,Vplyv abiotických a biotických faktorov na rozklad hornín v najbližšom okolí B.,,,
4789,cp3-o-108,Človek a príroda,3,Obsahový štandard,Zem,1. Závislosť organizmov od neživej prírody a ich vplyv na neživú prírodu,,"Vplyv vulkanickej činnosti na organizmy a klímu B, CH.",,,
4790,cp3-o-109,Človek a príroda,3,Obsahový štandard,Zem,"2. Vlastnosti, význam a využitie minerálov a hornín",,"Typy hornín a ich výskyt v blízkom okolí, geologická mapa Slovenska B.",,,
4791,cp3-o-111,Človek a príroda,3,Obsahový štandard,Zem,"2. Vlastnosti, význam a využitie minerálov a hornín",,Pôvodné a nepôvodné horniny v blízkom okolí B.,,,
4792,cp3-o-112,Človek a príroda,3,Obsahový štandard,Zem,"2. Vlastnosti, význam a využitie minerálov a hornín",,"Minerály a horniny, ich vznik, vlastnosti a základná klasifikácia B, F, CH.",update,,
4793,cp3-o-116,Človek a príroda,3,Obsahový štandard,Zem,"2. Vlastnosti, význam a využitie minerálov a hornín",,"Minerály a horniny v predmetoch dennej potreby B, CH.",,,
4794,cp3-o-117,Človek a príroda,3,Obsahový štandard,Zem,"2. Vlastnosti, význam a využitie minerálov a hornín",,"Význam nerastných surovín pre život človeka B, CH.",,,
4795,cp3-o-118,Človek a príroda,3,Obsahový štandard,Zem,"2. Vlastnosti, význam a využitie minerálov a hornín",,"Vplyv ťažby nerastných surovín na životné prostredie CH, B.",,,
4796,cp3-o-119,Človek a príroda,3,Obsahový štandard,Zem,3. História Zeme,,"Skameneliny, proces ich vzniku B.",update,,
4797,cp3-o-121,Človek a príroda,3,Obsahový štandard,Zem,3. História Zeme,,"Vedúce skameneliny, ich význam pre určenie geologického veku B.",update,,
4798,cp3-o-122,Človek a príroda,3,Obsahový štandard,Zem,4. Geologické procesy a ich dôsledky,,"Biosféra a geologické procesy jednotlivých geologických ér B, CH.",,,
4799,cp3-o-123,Človek a príroda,3,Obsahový štandard,Zem,4. Geologické procesy a ich dôsledky,,"Vonkajšie geologické činitele a ich vplyv na zemský povrch B, CH.",,,
4800,cp3-o-124,Človek a príroda,3,Obsahový štandard,Zem,4. Geologické procesy a ich dôsledky,,Oblasti senzitívne na pôsobenie vonkajších geologických činiteľov B.,,,
4801,cp3-o-127,Človek a príroda,3,Obsahový štandard,Zem,4. Geologické procesy a ich dôsledky,,"Vznik krasu a krasových útvarov B, CH.",,,
4802,cp3-o-128,Človek a príroda,3,Obsahový štandard,Zem,4. Geologické procesy a ich dôsledky,,Vplyv geologických procesov na tvar zemského povrchu a život organizmov B.,,,
4803,cp3-o-129,Človek a príroda,3,Obsahový štandard,Zem,4. Geologické procesy a ich dôsledky,,Katastrofické geologické procesy na Slovensku a vo svete B.,,,
4804,cp3-o-130,Človek a príroda,3,Obsahový štandard,Zem,5. Skúmanie javov v atmosfére a ich vplyv na životné prostredie,,"Skleníkový efekt CH, F, B.",,,
4805,cp3-o-131,Človek a príroda,3,Obsahový štandard,Zem,5. Skúmanie javov v atmosfére a ich vplyv na životné prostredie,,"Vznik a účinky ozónu v stratosfére a troposfére CH, F.",,,
4806,cp3-o-132,Človek a príroda,3,Obsahový štandard,Zem,5. Skúmanie javov v atmosfére a ich vplyv na životné prostredie,,"Vplyv jednotlivca a spoločnosti na meniacu sa klímu CH, B.",,,
4807,cp3-o-133,Človek a príroda,3,Obsahový štandard,Zem,5. Skúmanie javov v atmosfére a ich vplyv na životné prostredie,,"Vybrané meteorologické prvky: teplota , tlak a vlhkosť vzduchu, oblačnosť, smer a rýchlosť vetra, atmosférické zrážky F.",,,
4808,cp3-o-135,Človek a príroda,3,Obsahový štandard,Zem,6. Zdroje materiálov a energie,,"Zdroje a využitie uhľovodíkov, najmä v petrochemickom priemysle CH.",,,
4809,cp3-o-136,Človek a príroda,3,Obsahový štandard,Zem,6. Zdroje materiálov a energie,,"Obnoviteľné a neobnoviteľné zdroje energie CH, B.",,,
4810,cp3-o-137,Človek a príroda,3,Obsahový štandard,Zem,6. Zdroje materiálov a energie,,Princípy zelenej chémie CH.,,,
4811,cp3-o-138,Človek a príroda,3,Obsahový štandard,Zem,6. Zdroje materiálov a energie,,"Vlastnosti materiálov a nerastných surovín, proces ich získavania a recyklácie CH, B.",,,
4812,cp3-o-139,Človek a príroda,3,Obsahový štandard,Zem,6. Zdroje materiálov a energie,,"Význam fosílnych palív, ich vplyv na životné prostredie, ekonomiku a možnosti ich zmierňovania F, CH, B.",,,
4813,cp3-o-300,Človek a príroda,3,Obsahový štandard,Zem,6. Zdroje materiálov a energie,,"Vplyv rôznych zdrojov elektrickej energie na životné prostredie F, CH, B.",,,
4814,cp3-o-140,Človek a príroda,3,Obsahový štandard,Vesmír,1. Vesmírne telesá Slnečnej sústavy,,"Predstavy o pohyboch planét podľa Platóna, Ptolemaia, Keplera, Koperníka, Galilea a Newtona F.",,,
4815,cp3-o-141,Človek a príroda,3,Obsahový štandard,Vesmír,1. Vesmírne telesá Slnečnej sústavy,,Fyzikálna veličina: astronomická jednotka F.,,,
4816,cp3-o-142,Človek a príroda,3,Obsahový štandard,Vesmír,1. Vesmírne telesá Slnečnej sústavy,,"Slnečná sústava, vesmírne telesá F.",,,
4817,cp3-o-143,Človek a príroda,3,Obsahový štandard,Vesmír,1. Vesmírne telesá Slnečnej sústavy,,"Hviezdy, planéty a mesiace F.",,,
4818,cp3-o-301,Človek a príroda,3,Obsahový štandard,Vesmír,1. Vesmírne telesá Slnečnej sústavy,,"Periodické deje v Slnečnej sústave: obeh Zeme okolo Slnka – rok, rotácia Zeme – deň a pohyby Mesiaca – mesiac F.",,,
4819,cp3-o-144,Človek a príroda,3,Obsahový štandard,Vesmír,2. Skúmanie zmien na oblohe počas dňa a roka,,Orientácia na oblohe: azimut a výška F.,,,
4820,cp3-o-145,Človek a príroda,3,Obsahový štandard,Vesmír,2. Skúmanie zmien na oblohe počas dňa a roka,,Poloha slnka na oblohe počas roka F.,,,
4821,cp3-o-146,Človek a príroda,3,Obsahový štandard,Vesmír,2. Skúmanie zmien na oblohe počas dňa a roka,,Striedanie ročných období F.,,,
4822,cp3-o-302,Človek a príroda,3,Obsahový štandard,Vesmír,2. Skúmanie zmien na oblohe počas dňa a roka,,Zmena dĺžky dňa a výšky slnka nad obzorom v rôznych obdobiach roka F.,,,
4823,cp3-o-303,Človek a príroda,3,Obsahový štandard,Vesmír,2. Skúmanie zmien na oblohe počas dňa a roka,,Zmeny vzhľadu hviezdnej oblohy počas dňa a počas roka F.,,,
4824,cp3-o-147,Človek a príroda,3,Obsahový štandard,Organizmus,1. Organizácia živej hmoty organizmov,,Stavba vírusu a jednobunkového organizmu B.,,,
4825,cp3-o-148,Človek a príroda,3,Obsahový štandard,Organizmus,1. Organizácia živej hmoty organizmov,,"Bunkové štruktúry: bunková stena, cytoplazmatická membrána, jadro, chloroplasty, mitochondrie B.",,,
4826,cp3-o-149,Človek a príroda,3,Obsahový štandard,Organizmus,1. Organizácia živej hmoty organizmov,,Stavba a funkcia rastlinnej a živočíšnej bunky B.,,,
4827,cp3-o-150,Človek a príroda,3,Obsahový štandard,Organizmus,1. Organizácia živej hmoty organizmov,,Jednobunkové a mnohobunkové organizmy B.,,,
4828,cp3-o-151,Človek a príroda,3,Obsahový štandard,Organizmus,1. Organizácia živej hmoty organizmov,,"Organizácia tela rastlín a živočíchov: pletivá, tkanivá, orgány a ich funkcia B.",,,
4829,cp3-o-153,Človek a príroda,3,Obsahový štandard,Organizmus,"2. Stavba a funkcie štruktúr, orgánov a orgánových sústav organizmov",,"Stavba tela rias, rastlín, húb a lišajníkov B.",,,
4830,cp3-o-154,Človek a príroda,3,Obsahový štandard,Organizmus,"2. Stavba a funkcie štruktúr, orgánov a orgánových sústav organizmov",,Funkcie orgánov rastlinného a živočíšneho tela B.,,,
4831,cp3-o-155,Človek a príroda,3,Obsahový štandard,Organizmus,"2. Stavba a funkcie štruktúr, orgánov a orgánových sústav organizmov",,Rozdiel v stavbe tela bezstavovcov a stavovcov B.,,,
4832,cp3-o-156,Človek a príroda,3,Obsahový štandard,Organizmus,"2. Stavba a funkcie štruktúr, orgánov a orgánových sústav organizmov",,"Orgány a orgánové sústavy živočíchov, vrátane človeka, a ich osobitosti B.",,,
4833,cp3-o-157,Človek a príroda,3,Obsahový štandard,Organizmus,3. Životné procesy v ľudskom organizme,,"Cukry, tuky a bielkoviny ako stavebné zložky organizmov a zdroje energie B, CH.",,,
4834,cp3-o-158,Človek a príroda,3,Obsahový štandard,Organizmus,3. Životné procesy v ľudskom organizme,,"Vlastnosti cukrov, tukov a bielkovín vo vzťahu k ich zloženiu a štruktúre CH, B.",,,
4835,cp3-o-159,Človek a príroda,3,Obsahový štandard,Organizmus,3. Životné procesy v ľudskom organizme,,"Energetické zloženie potravy, význam vyváženého denného príjmu potravy B, CH.",,,
4836,cp3-o-160,Človek a príroda,3,Obsahový štandard,Organizmus,3. Životné procesy v ľudskom organizme,,"Mechanické a chemické spracovanie potravy B, CH.",,,
4837,cp3-o-161,Človek a príroda,3,Obsahový štandard,Organizmus,3. Životné procesy v ľudskom organizme,,"Proces trávenia a vstrebávania v jednotlivých častiach tráviacej sústavy B, CH.",,,
4838,cp3-o-162,Človek a príroda,3,Obsahový štandard,Organizmus,3. Životné procesy v ľudskom organizme,,"Premena látok a energie ako základ všetkých životných procesov B, CH.",,,
4839,cp3-o-163,Človek a príroda,3,Obsahový štandard,Organizmus,3. Životné procesy v ľudskom organizme,,"Enzýmy a ich význam pre metabolizmus B, CH.",,,
4840,cp3-o-164,Človek a príroda,3,Obsahový štandard,Organizmus,3. Životné procesy v ľudskom organizme,,"Proces dýchania, výmena dýchacích plynov v pľúcnych mechúrikoch B.",,,
4841,cp3-o-165,Človek a príroda,3,Obsahový štandard,Organizmus,3. Životné procesy v ľudskom organizme,,"Vybrané látky prítomné v krvi: glukóza, cholesterol, metabolity vylučovania B.",,,
4842,cp3-o-166,Človek a príroda,3,Obsahový štandard,Organizmus,3. Životné procesy v ľudskom organizme,,Faktory ovplyvňujúce srdcovú frekvenciu a frekvenciu dýchania B.,,,
4843,cp3-o-167,Človek a príroda,3,Obsahový štandard,Organizmus,3. Životné procesy v ľudskom organizme,,Proces filtrácie krvi v obličkách B.,,,
4844,cp3-o-168,Človek a príroda,3,Obsahový štandard,Organizmus,3. Životné procesy v ľudskom organizme,,Proces vylučovania nepotrebných a škodlivých látok B.,,,
4845,cp3-o-169,Človek a príroda,3,Obsahový štandard,Organizmus,3. Životné procesy v ľudskom organizme,,Mechanizmus hormonálnej a nervovej regulácie B.,,,
4846,cp3-o-170,Človek a príroda,3,Obsahový štandard,Organizmus,3. Životné procesy v ľudskom organizme,,Význam primárnych a sekundárnych pohlavných znakov B.,,,
4847,cp3-o-304,Človek a príroda,3,Obsahový štandard,Organizmus,3. Životné procesy v ľudskom organizme,,"Zmyslové orgány, ich dráždivosť a funkcie B.",,,
4848,cp3-o-305,Človek a príroda,3,Obsahový štandard,Organizmus,3. Životné procesy v ľudskom organizme,,"Rast a vývin človeka, zmeny v jednotlivých obdobiach života B.",update,,
4849,cp3-o-171,Človek a príroda,3,Obsahový štandard,Organizmus,4. Vzájomné prepojenia orgánových sústav človeka,,Orgány oporno-pohybovej sústavy človeka B.,,,
4850,cp3-o-172,Človek a príroda,3,Obsahový štandard,Organizmus,4. Vzájomné prepojenia orgánových sústav človeka,,"Tvar, stavba, funkcia a zloženie kostí B.",,,
4851,cp3-o-173,Človek a príroda,3,Obsahový štandard,Organizmus,4. Vzájomné prepojenia orgánových sústav človeka,,"Stavba, funkcia a unaviteľnosť kostrového svalu B.",,,
4852,cp3-o-174,Človek a príroda,3,Obsahový štandard,Organizmus,4. Vzájomné prepojenia orgánových sústav človeka,,Význam nervovej sústavy pri zmyslovom vnímaní B.,,,
4853,cp3-o-175,Človek a príroda,3,Obsahový štandard,Organizmus,4. Vzájomné prepojenia orgánových sústav človeka,,Zmyslové receptory a ich vzájomné prepojenie B.,,,
4854,cp3-o-176,Človek a príroda,3,Obsahový štandard,Organizmus,4. Vzájomné prepojenia orgánových sústav človeka,,"Reflexy, rozdiel medzi podmieneným a nepodmieneným reflexom B.",,,
4855,cp3-o-177,Človek a príroda,3,Obsahový štandard,Organizmus,4. Vzájomné prepojenia orgánových sústav človeka,,Vzájomné prepojenie obehovej a dýchacej sústavy B.,,,
4856,cp3-o-178,Človek a príroda,3,Obsahový štandard,Organizmus,4. Vzájomné prepojenia orgánových sústav človeka,,"Tráviaca, dýchacia a kožná sústava ako sústavy zabezpečujúce vylučovanie látok B.",,,
4857,cp3-o-179,Človek a príroda,3,Obsahový štandard,Organizmus,4. Vzájomné prepojenia orgánových sústav človeka,,Význam orgánov rozmnožovacej sústavy ženy a muža B.,,,
4858,cp3-o-306,Človek a príroda,3,Obsahový štandard,Organizmus,4. Vzájomné prepojenia orgánových sústav človeka,,Regulácia činnosti organizmu vplyvom hormónov B.,,,
4859,cp3-o-307,Človek a príroda,3,Obsahový štandard,Organizmus,4. Vzájomné prepojenia orgánových sústav človeka,,Orgánové sústavy človeka ako navzájom fungujúce a ovplyvňujúce sa systémy B.,,,
4860,cp3-o-180,Človek a príroda,3,Obsahový štandard,Organizmus,5. Vplyv životného štýlu človeka a životného prostredia na jeho zdravie,,Faktory poškodzujúce štruktúru a/alebo funkciu buniek B.,,,
4861,cp3-o-181,Človek a príroda,3,Obsahový štandard,Organizmus,5. Vplyv životného štýlu človeka a životného prostredia na jeho zdravie,,"Dôsledky nesprávnej funkcie buniek, enzýmov, hormónov a nervovej sústavy B.",,,
4862,cp3-o-182,Človek a príroda,3,Obsahový štandard,Organizmus,5. Vplyv životného štýlu človeka a životného prostredia na jeho zdravie,,"Faktory ovplyvňujúce imunitný systém človeka, napr. stres, očkovanie B, CH.",new,,
4863,cp3-o-183,Človek a príroda,3,Obsahový štandard,Organizmus,5. Vplyv životného štýlu človeka a životného prostredia na jeho zdravie,,Choroby a možnosti nákazy B.,,,
4864,cp3-o-184,Človek a príroda,3,Obsahový štandard,Organizmus,5. Vplyv životného štýlu človeka a životného prostredia na jeho zdravie,,Zásady a spôsoby predchádzania vzniku a šíreniu chorôb B.,,,
4865,cp3-o-185,Človek a príroda,3,Obsahový štandard,Organizmus,5. Vplyv životného štýlu človeka a životného prostredia na jeho zdravie,,Prevencia ochorení orgánových sústav B.,update,,
4866,cp3-o-186,Človek a príroda,3,Obsahový štandard,Organizmus,5. Vplyv životného štýlu človeka a životného prostredia na jeho zdravie,,"Účinky vitamínov, liečiv, omamných a psychotropných látok na živé organizmy B, CH.",,,
4867,cp3-o-187,Človek a príroda,3,Obsahový štandard,Organizmus,5. Vplyv životného štýlu človeka a životného prostredia na jeho zdravie,,Následky závislosti na ľudský organizmus alebo život človeka B.,update,,
4868,cp3-o-188,Človek a príroda,3,Obsahový štandard,Organizmus,5. Vplyv životného štýlu človeka a životného prostredia na jeho zdravie,,Vplyv životného štýlu človeka a životného prostredia na jeho zdravie B.,,,
4869,cp3-o-189,Človek a príroda,3,Obsahový štandard,Organizmus,5. Vplyv životného štýlu človeka a životného prostredia na jeho zdravie,,Reprodukčné zdravie a plánované rodičovstvo B.,,,
4870,cp3-o-192,Človek a príroda,3,Obsahový štandard,Organizmus,6. Životné procesy rastlín a živočíchov,,Spôsoby a význam výživy rastlín a živočíchov B.,,,
4871,cp3-o-193,Človek a príroda,3,Obsahový štandard,Organizmus,6. Životné procesy rastlín a živočíchov,,"Difúzia a osmóza v živých organizmoch B, CH.",update,,
4872,cp3-o-194,Človek a príroda,3,Obsahový štandard,Organizmus,6. Životné procesy rastlín a živočíchov,,"Príjem vody a v nej rozpustených látok koreňovým systémom B, CH, F.",,,
4873,cp3-o-195,Človek a príroda,3,Obsahový štandard,Organizmus,6. Životné procesy rastlín a živočíchov,,"Vplyv svetla, oxidu uhličitého a asimilačných farbív na priebeh fotosyntézy B, CH.",,,
4874,cp3-o-196,Človek a príroda,3,Obsahový štandard,Organizmus,6. Životné procesy rastlín a živočíchov,,"Produkty fotosyntézy B, CH.",,,
4875,cp3-o-197,Človek a príroda,3,Obsahový štandard,Organizmus,6. Životné procesy rastlín a živočíchov,,"Dýchanie rastlín a živočíchov B, CH.",,,
4876,cp3-o-198,Človek a príroda,3,Obsahový štandard,Organizmus,6. Životné procesy rastlín a živočíchov,,Odlišnosti tráviacej sústavy živočíchov v závislosti od potravy B.,,,
4877,cp3-o-199,Človek a príroda,3,Obsahový štandard,Organizmus,6. Životné procesy rastlín a živočíchov,,Transport látok v tele rastlín B.,,,
4878,cp3-o-200,Človek a príroda,3,Obsahový štandard,Organizmus,6. Životné procesy rastlín a živočíchov,,Spôsoby vylučovania nepotrebných a škodlivých látok u rastlín a živočíchov B.,,,
4879,cp3-o-201,Človek a príroda,3,Obsahový štandard,Organizmus,6. Životné procesy rastlín a živočíchov,,Dráždivosť rastlín a živočíchov B.,,,
4880,cp3-o-202,Človek a príroda,3,Obsahový štandard,Organizmus,6. Životné procesy rastlín a živočíchov,,Pohyb organizmov ako základný životný proces B.,,,
